timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1699115723005,2,Small1_TG4,200,OK,Thread Group 4 4-13,text,true,,100645,135,20,20,http://192.168.100.102/small/lorem.txt,2,0,0
1699115723033,9,Medium2_TG4,200,OK,Thread Group 4 4-16,bin,true,,1556916,135,20,20,http://192.168.100.102/medium/fall.png,2,0,0
1699115723033,10,Medium2_TG4,200,OK,Thread Group 4 4-8,bin,true,,1556916,135,20,20,http://192.168.100.102/medium/fall.png,1,0,0
1699115723084,52,Large2_TG4,200,OK,Thread Group 4 4-3,bin,true,,12486002,136,20,20,http://192.168.100.102/large/flower.jpg,1,0,0
1699115723219,15,Medium2_TG4,200,OK,Thread Group 4 4-10,bin,true,,1556916,135,20,20,http://192.168.100.102/medium/fall.png,1,0,0
1699115723244,3,Small2_TG4,200,OK,Thread Group 4 4-17,text,true,,102714,136,20,20,http://192.168.100.102/small/random.txt,2,0,0
1699115723243,5,Small2_TG4,200,OK,Thread Group 4 4-5,text,true,,102714,136,20,20,http://192.168.100.102/small/random.txt,3,0,0
1699115723243,17,Medium2_TG4,200,OK,Thread Group 4 4-9,bin,true,,1556916,135,20,20,http://192.168.100.102/medium/fall.png,1,0,0
1699115723220,48,Large2_TG4,200,OK,Thread Group 4 4-1,bin,true,,12486002,136,20,20,http://192.168.100.102/large/flower.jpg,1,0,0
1699115723300,5,Medium1_TG4,200,OK,Thread Group 4 4-18,bin,true,,1204797,136,20,20,http://192.168.100.102/medium/space.jpg,1,0,0
1699115723303,43,Large1_TG4,200,OK,Thread Group 4 4-19,bin,true,,12486002,139,20,20,http://192.168.100.102/large/wallpaper.jpg,1,0,0
1699115723393,2,Small1_TG4,200,OK,Thread Group 4 4-20,text,true,,100645,135,20,20,http://192.168.100.102/small/lorem.txt,2,0,0
1699115723422,1,Small2_TG4,200,OK,Thread Group 4 4-6,text,true,,102714,136,20,20,http://192.168.100.102/small/random.txt,0,0,0
1699115723464,47,Large2_TG4,200,OK,Thread Group 4 4-11,bin,true,,12486002,136,20,20,http://192.168.100.102/large/flower.jpg,1,0,0
1699115723600,3,Small2_TG4,200,OK,Thread Group 4 4-12,text,true,,102714,136,20,20,http://192.168.100.102/small/random.txt,2,0,0
1699115723624,18,Medium1_TG4,200,OK,Thread Group 4 4-7,bin,true,,1204797,136,20,20,http://192.168.100.102/medium/space.jpg,1,0,0
1699115723673,11,Medium1_TG4,200,OK,Thread Group 4 4-4,bin,true,,1204797,136,20,20,http://192.168.100.102/medium/space.jpg,2,0,0
1699115723614,78,Large2_TG4,200,OK,Thread Group 4 4-2,bin,true,,12486002,136,20,20,http://192.168.100.102/large/flower.jpg,1,0,0
1699115723653,74,Large1_TG4,200,OK,Thread Group 4 4-14,bin,true,,12486002,139,20,20,http://192.168.100.102/large/wallpaper.jpg,2,0,0
1699115723743,53,Large1_TG4,200,OK,Thread Group 4 4-15,bin,true,,12486002,139,20,20,http://192.168.100.102/large/wallpaper.jpg,1,0,0
1699115723808,2,Small2_TG4,200,OK,Thread Group 4 4-13,text,true,,102714,136,20,20,http://192.168.100.102/small/random.txt,1,0,0
1699115723863,4,Small1_TG4,200,OK,Thread Group 4 4-3,text,true,,100645,135,20,20,http://192.168.100.102/small/lorem.txt,2,0,0
1699115723834,92,Large1_TG4,200,OK,Thread Group 4 4-8,bin,true,,12486002,139,20,20,http://192.168.100.102/large/wallpaper.jpg,0,0,0
1699115723833,95,Large1_TG4,200,OK,Thread Group 4 4-16,bin,true,,12486002,139,20,20,http://192.168.100.102/large/wallpaper.jpg,1,0,0
1699115724013,9,Medium2_TG4,200,OK,Thread Group 4 4-1,bin,true,,1556916,135,20,20,http://192.168.100.102/medium/fall.png,1,0,0
1699115724045,2,Small2_TG4,200,OK,Thread Group 4 4-17,text,true,,102714,136,20,20,http://192.168.100.102/small/random.txt,1,0,0
1699115724043,17,Medium1_TG4,200,OK,Thread Group 4 4-5,bin,true,,1204797,136,20,20,http://192.168.100.102/medium/space.jpg,1,0,0
1699115724093,5,Small1_TG4,200,OK,Thread Group 4 4-18,text,true,,100645,135,20,20,http://192.168.100.102/small/lorem.txt,2,0,0
1699115724104,22,Small2_TG4,200,OK,Thread Group 4 4-19,text,true,,102714,136,20,20,http://192.168.100.102/small/random.txt,21,0,0
1699115724015,120,Large2_TG4,200,OK,Thread Group 4 4-10,bin,true,,12486002,136,20,20,http://192.168.100.102/large/flower.jpg,1,0,0
1699115724043,101,Large1_TG4,200,OK,Thread Group 4 4-9,bin,true,,12486002,139,20,20,http://192.168.100.102/large/wallpaper.jpg,1,0,0
1699115724194,5,Medium1_TG4,200,OK,Thread Group 4 4-20,bin,true,,1204797,136,20,20,http://192.168.100.102/medium/space.jpg,1,0,0
1699115724214,5,Medium2_TG4,200,OK,Thread Group 4 4-6,bin,true,,1556916,135,20,20,http://192.168.100.102/medium/fall.png,1,0,0
1699115724263,41,Large2_TG4,200,OK,Thread Group 4 4-11,bin,true,,12486002,136,20,20,http://192.168.100.102/large/flower.jpg,1,0,0
1699115724414,13,Medium1_TG4,200,OK,Thread Group 4 4-2,bin,true,,1204797,136,20,20,http://192.168.100.102/medium/space.jpg,2,0,0
1699115724394,64,Large1_TG4,200,OK,Thread Group 4 4-12,bin,true,,12486002,139,20,20,http://192.168.100.102/large/wallpaper.jpg,1,0,0
1699115724424,89,Large1_TG4,200,OK,Thread Group 4 4-7,bin,true,,12486002,139,20,20,http://192.168.100.102/large/wallpaper.jpg,1,0,0
1699115724544,1,Small2_TG4,200,OK,Thread Group 4 4-15,text,true,,102714,136,20,20,http://192.168.100.102/small/random.txt,1,0,0
1699115724453,112,Large2_TG4,200,OK,Thread Group 4 4-14,bin,true,,12486002,136,20,20,http://192.168.100.102/large/flower.jpg,2,0,0
1699115724473,105,Large1_TG4,200,OK,Thread Group 4 4-4,bin,true,,12486002,139,20,20,http://192.168.100.102/large/wallpaper.jpg,2,0,0
1699115724613,4,Small2_TG4,200,OK,Thread Group 4 4-13,text,true,,102714,136,20,20,http://192.168.100.102/small/random.txt,3,0,0
1699115724633,2,Small1_TG4,200,OK,Thread Group 4 4-8,text,true,,100645,135,20,20,http://192.168.100.102/small/lorem.txt,1,0,0
1699115724633,8,Medium2_TG4,200,OK,Thread Group 4 4-16,bin,true,,1556916,135,20,20,http://192.168.100.102/medium/fall.png,2,0,0
1699115724663,5,Medium1_TG4,200,OK,Thread Group 4 4-3,bin,true,,1204797,136,20,20,http://192.168.100.102/medium/space.jpg,1,0,0
1699115724816,2,Small2_TG4,200,OK,Thread Group 4 4-10,text,true,,102714,136,20,20,http://192.168.100.102/small/random.txt,1,0,0
1699115724816,7,Medium2_TG4,200,OK,Thread Group 4 4-1,bin,true,,1556916,135,20,20,http://192.168.100.102/medium/fall.png,1,0,0
1699115724846,2,Small1_TG4,200,OK,Thread Group 4 4-17,text,true,,100645,135,20,20,http://192.168.100.102/small/lorem.txt,1,0,0
1699115724845,11,Medium1_TG4,200,OK,Thread Group 4 4-9,bin,true,,1204797,136,20,20,http://192.168.100.102/medium/space.jpg,2,0,0
1699115724903,3,Small2_TG4,200,OK,Thread Group 4 4-19,text,true,,102714,136,20,20,http://192.168.100.102/small/random.txt,2,0,0
1699115724846,62,Large1_TG4,200,OK,Thread Group 4 4-5,bin,true,,12486002,139,20,20,http://192.168.100.102/large/wallpaper.jpg,1,0,0
1699115724893,56,Large2_TG4,200,OK,Thread Group 4 4-18,bin,true,,12486002,136,20,20,http://192.168.100.102/large/flower.jpg,1,0,0
1699115725028,2,Small2_TG4,200,OK,Thread Group 4 4-20,text,true,,102714,136,20,20,http://192.168.100.102/small/random.txt,1,0,0
1699115725029,5,Medium1_TG4,200,OK,Thread Group 4 4-6,bin,true,,1204797,136,20,20,http://192.168.100.102/medium/space.jpg,0,0,0
1699115725079,2,Small2_TG4,200,OK,Thread Group 4 4-11,text,true,,102714,136,20,20,http://192.168.100.102/small/random.txt,1,0,0
1699115725195,9,Medium2_TG4,200,OK,Thread Group 4 4-12,bin,true,,1556916,135,20,20,http://192.168.100.102/medium/fall.png,1,0,0
1699115725273,5,Small2_TG4,200,OK,Thread Group 4 4-4,text,true,,102714,136,20,20,http://192.168.100.102/small/random.txt,2,0,0
1699115725245,124,Large2_TG4,200,OK,Thread Group 4 4-2,bin,true,,12486002,136,20,20,http://192.168.100.102/large/flower.jpg,1,0,0
1699115725245,129,Large1_TG4,200,OK,Thread Group 4 4-7,bin,true,,12486002,139,20,20,http://192.168.100.102/large/wallpaper.jpg,1,0,0
1699115725253,140,Large2_TG4,200,OK,Thread Group 4 4-14,bin,true,,12486002,136,20,20,http://192.168.100.102/large/flower.jpg,2,0,0
1699115725405,11,Medium2_TG4,200,OK,Thread Group 4 4-13,bin,true,,1556916,135,20,20,http://192.168.100.102/medium/fall.png,1,0,0
1699115725433,10,Medium1_TG4,200,OK,Thread Group 4 4-16,bin,true,,1204797,136,20,20,http://192.168.100.102/medium/space.jpg,2,0,0
1699115725344,102,Large1_TG4,200,OK,Thread Group 4 4-15,bin,true,,12486002,139,20,20,http://192.168.100.102/large/wallpaper.jpg,1,0,0
1699115725434,13,Medium2_TG4,200,OK,Thread Group 4 4-8,bin,true,,1556916,135,20,20,http://192.168.100.102/medium/fall.png,2,0,0
1699115725465,44,Large1_TG4,200,OK,Thread Group 4 4-3,bin,true,,12486002,139,20,20,http://192.168.100.102/large/wallpaper.jpg,1,0,0
1699115725651,3,Small1_TG4,200,OK,Thread Group 4 4-9,text,true,,100645,135,20,20,http://192.168.100.102/small/lorem.txt,2,0,0
1699115725653,4,Small1_TG4,200,OK,Thread Group 4 4-5,text,true,,100645,135,20,20,http://192.168.100.102/small/lorem.txt,3,0,0
1699115725704,3,Small1_TG4,200,OK,Thread Group 4 4-19,text,true,,100645,135,20,20,http://192.168.100.102/small/lorem.txt,1,0,0
1699115725653,125,Large2_TG4,200,OK,Thread Group 4 4-10,bin,true,,12486002,136,20,20,http://192.168.100.102/large/flower.jpg,3,0,0
1699115725693,100,Large2_TG4,200,OK,Thread Group 4 4-18,bin,true,,12486002,136,20,20,http://192.168.100.102/large/flower.jpg,1,0,0
1699115725653,147,Large1_TG4,200,OK,Thread Group 4 4-1,bin,true,,12486002,139,20,20,http://192.168.100.102/large/wallpaper.jpg,1,0,0
1699115725793,10,Medium2_TG4,200,OK,Thread Group 4 4-20,bin,true,,1556916,135,20,20,http://192.168.100.102/medium/fall.png,2,0,0
1699115725813,1,Small2_TG4,200,OK,Thread Group 4 4-6,text,true,,102714,136,20,20,http://192.168.100.102/small/random.txt,1,0,0
1699115725653,162,Large2_TG4,200,OK,Thread Group 4 4-17,bin,true,,12486002,136,20,20,http://192.168.100.102/large/flower.jpg,3,0,0
1699115725863,43,Large1_TG4,200,OK,Thread Group 4 4-11,bin,true,,12486002,139,20,20,http://192.168.100.102/large/wallpaper.jpg,1,0,0
1699115725997,6,Medium1_TG4,200,OK,Thread Group 4 4-12,bin,true,,1204797,136,20,20,http://192.168.100.102/medium/space.jpg,1,0,0
1699115726026,9,Medium1_TG4,200,OK,Thread Group 4 4-7,bin,true,,1204797,136,20,20,http://192.168.100.102/medium/space.jpg,2,0,0
1699115726025,26,Medium1_TG4,200,OK,Thread Group 4 4-2,bin,true,,1204797,136,20,20,http://192.168.100.102/medium/space.jpg,1,0,0
1699115726073,2,Small2_TG4,200,OK,Thread Group 4 4-4,text,true,,102714,136,20,20,http://192.168.100.102/small/random.txt,1,0,0
1699115726053,42,Large1_TG4,200,OK,Thread Group 4 4-14,bin,true,,12486002,139,20,20,http://192.168.100.102/large/wallpaper.jpg,1,0,0
1699115726145,70,Large1_TG4,200,OK,Thread Group 4 4-15,bin,true,,12486002,139,20,20,http://192.168.100.102/large/wallpaper.jpg,1,0,0
1699115726233,14,Medium1_TG4,200,OK,Thread Group 4 4-16,bin,true,,1204797,136,20,20,http://192.168.100.102/medium/space.jpg,1,0,0
1699115726263,16,Medium2_TG4,200,OK,Thread Group 4 4-3,bin,true,,1556916,135,20,20,http://192.168.100.102/medium/fall.png,1,0,0
1699115726213,86,Large2_TG4,200,OK,Thread Group 4 4-13,bin,true,,12486002,136,20,20,http://192.168.100.102/large/flower.jpg,1,0,0
1699115726233,93,Large1_TG4,200,OK,Thread Group 4 4-8,bin,true,,12486002,139,20,20,http://192.168.100.102/large/wallpaper.jpg,1,0,0
1699115726405,1,Small1_TG4,200,OK,Thread Group 4 4-1,text,true,,100645,135,20,20,http://192.168.100.102/small/lorem.txt,1,0,0
1699115726414,2,Small2_TG4,200,OK,Thread Group 4 4-10,text,true,,102714,136,20,20,http://192.168.100.102/small/random.txt,1,0,0
1699115726477,2,Small1_TG4,200,OK,Thread Group 4 4-9,text,true,,100645,135,20,20,http://192.168.100.102/small/lorem.txt,1,0,0
1699115726477,2,Small2_TG4,200,OK,Thread Group 4 4-5,text,true,,102714,136,20,20,http://192.168.100.102/small/random.txt,1,0,0
1699115726503,19,Small1_TG4,200,OK,Thread Group 4 4-19,text,true,,100645,135,20,20,http://192.168.100.102/small/lorem.txt,2,0,0
1699115726478,80,Large2_TG4,200,OK,Thread Group 4 4-17,bin,true,,12486002,136,20,20,http://192.168.100.102/large/flower.jpg,0,0,0
1699115726493,68,Large2_TG4,200,OK,Thread Group 4 4-18,bin,true,,12486002,136,20,20,http://192.168.100.102/large/flower.jpg,1,0,0
1699115726596,2,Small2_TG4,200,OK,Thread Group 4 4-20,text,true,,102714,136,20,20,http://192.168.100.102/small/random.txt,2,0,0
1699115726613,49,Large1_TG4,200,OK,Thread Group 4 4-6,bin,true,,12486002,139,20,20,http://192.168.100.102/large/wallpaper.jpg,0,0,0
1699115726663,65,Large1_TG4,200,OK,Thread Group 4 4-11,bin,true,,12486002,139,20,20,http://192.168.100.102/large/wallpaper.jpg,1,0,0
1699115726797,6,Medium1_TG4,200,OK,Thread Group 4 4-12,bin,true,,1204797,136,20,20,http://192.168.100.102/medium/space.jpg,1,0,0
1699115726815,2,Small1_TG4,200,OK,Thread Group 4 4-2,text,true,,100645,135,20,20,http://192.168.100.102/small/lorem.txt,1,0,0
1699115726825,52,Large2_TG4,200,OK,Thread Group 4 4-7,bin,true,,12486002,136,20,20,http://192.168.100.102/large/flower.jpg,0,0,0
1699115726873,4,Small2_TG4,200,OK,Thread Group 4 4-4,text,true,,102714,136,20,20,http://192.168.100.102/small/random.txt,2,0,0
1699115726854,58,Large2_TG4,200,OK,Thread Group 4 4-14,bin,true,,12486002,136,20,20,http://192.168.100.102/large/flower.jpg,2,0,0
1699115726944,44,Large2_TG4,200,OK,Thread Group 4 4-15,bin,true,,12486002,136,20,20,http://192.168.100.102/large/flower.jpg,1,0,0
1699115727006,6,Medium1_TG4,200,OK,Thread Group 4 4-13,bin,true,,1204797,136,20,20,http://192.168.100.102/medium/space.jpg,1,0,0
1699115727033,2,Small2_TG4,200,OK,Thread Group 4 4-8,text,true,,102714,136,20,20,http://192.168.100.102/small/random.txt,1,0,0
1699115727034,5,Medium1_TG4,200,OK,Thread Group 4 4-16,bin,true,,1204797,136,20,20,http://192.168.100.102/medium/space.jpg,0,0,0
1699115727080,8,Medium2_TG4,200,OK,Thread Group 4 4-3,bin,true,,1556916,135,20,20,http://192.168.100.102/medium/fall.png,1,0,0
1699115727207,5,Medium1_TG4,200,OK,Thread Group 4 4-1,bin,true,,1204797,136,20,20,http://192.168.100.102/medium/space.jpg,1,0,0
1699115727216,1,Small1_TG4,200,OK,Thread Group 4 4-10,text,true,,100645,135,20,20,http://192.168.100.102/small/lorem.txt,0,0,0
1699115727293,3,Small1_TG4,200,OK,Thread Group 4 4-18,text,true,,100645,135,20,20,http://192.168.100.102/small/lorem.txt,1,0,0
1699115727250,95,Large1_TG4,200,OK,Thread Group 4 4-5,bin,true,,12486002,139,20,20,http://192.168.100.102/large/wallpaper.jpg,2,0,0
1699115727250,110,Large1_TG4,200,OK,Thread Group 4 4-9,bin,true,,12486002,139,20,20,http://192.168.100.102/large/wallpaper.jpg,2,0,0
1699115727251,148,Large1_TG4,200,OK,Thread Group 4 4-17,bin,true,,12486002,139,20,20,http://192.168.100.102/large/wallpaper.jpg,3,0,0
1699115727304,121,Large1_TG4,200,OK,Thread Group 4 4-19,bin,true,,12486002,139,20,20,http://192.168.100.102/large/wallpaper.jpg,1,0,0
1699115727413,79,Large2_TG4,200,OK,Thread Group 4 4-6,bin,true,,12486002,136,20,20,http://192.168.100.102/large/flower.jpg,1,0,0
1699115727393,118,Large2_TG4,200,OK,Thread Group 4 4-20,bin,true,,12486002,136,20,20,http://192.168.100.102/large/flower.jpg,2,0,0
1699115727463,68,Large2_TG4,200,OK,Thread Group 4 4-11,bin,true,,12486002,136,20,20,http://192.168.100.102/large/flower.jpg,2,0,0
1699115727610,2,Small2_TG4,200,OK,Thread Group 4 4-12,text,true,,102714,136,20,20,http://192.168.100.102/small/random.txt,1,0,0
1699115727616,5,Medium2_TG4,200,OK,Thread Group 4 4-2,bin,true,,1556916,135,20,20,http://192.168.100.102/medium/fall.png,0,0,0
1699115727624,2,Small2_TG4,200,OK,Thread Group 4 4-7,text,true,,102714,136,20,20,http://192.168.100.102/small/random.txt,1,0,0
1699115727664,8,Medium2_TG4,200,OK,Thread Group 4 4-14,bin,true,,1556916,135,20,20,http://192.168.100.102/medium/fall.png,1,0,0
1699115727673,2,Small2_TG4,200,OK,Thread Group 4 4-4,text,true,,102714,136,20,20,http://192.168.100.102/small/random.txt,1,0,0
1699115727755,6,Medium1_TG4,200,OK,Thread Group 4 4-15,bin,true,,1204797,136,20,20,http://192.168.100.102/medium/space.jpg,1,0,0
1699115727828,5,Medium2_TG4,200,OK,Thread Group 4 4-13,bin,true,,1556916,135,20,20,http://192.168.100.102/medium/fall.png,1,0,0
1699115727834,1,Small1_TG4,200,OK,Thread Group 4 4-16,text,true,,100645,135,20,20,http://192.168.100.102/small/lorem.txt,0,0,0
1699115727863,3,Small2_TG4,200,OK,Thread Group 4 4-3,text,true,,102714,136,20,20,http://192.168.100.102/small/random.txt,1,0,0
1699115727833,44,Large1_TG4,200,OK,Thread Group 4 4-8,bin,true,,12486002,139,20,20,http://192.168.100.102/large/wallpaper.jpg,1,0,0
1699115728043,5,Small2_TG4,200,OK,Thread Group 4 4-5,text,true,,102714,136,20,20,http://192.168.100.102/small/random.txt,1,0,0
1699115728043,29,Medium2_TG4,200,OK,Thread Group 4 4-9,bin,true,,1556916,135,20,20,http://192.168.100.102/medium/fall.png,2,0,0
1699115728104,4,Small1_TG4,200,OK,Thread Group 4 4-19,text,true,,100645,135,20,20,http://192.168.100.102/small/lorem.txt,2,0,0
1699115728016,109,Large1_TG4,200,OK,Thread Group 4 4-1,bin,true,,12486002,139,20,20,http://192.168.100.102/large/wallpaper.jpg,1,0,0
1699115728018,163,Large2_TG4,200,OK,Thread Group 4 4-10,bin,true,,12486002,136,20,20,http://192.168.100.102/large/flower.jpg,2,0,0
1699115728194,5,Small1_TG4,200,OK,Thread Group 4 4-20,text,true,,100645,135,20,20,http://192.168.100.102/small/lorem.txt,3,0,0
1699115728094,132,Large1_TG4,200,OK,Thread Group 4 4-18,bin,true,,12486002,139,20,20,http://192.168.100.102/large/wallpaper.jpg,2,0,0
1699115728044,182,Large1_TG4,200,OK,Thread Group 4 4-17,bin,true,,12486002,139,20,20,http://192.168.100.102/large/wallpaper.jpg,1,0,0
1699115728222,8,Medium1_TG4,200,OK,Thread Group 4 4-6,bin,true,,1204797,136,20,20,http://192.168.100.102/medium/space.jpg,2,0,0
1699115728269,1,Small2_TG4,200,OK,Thread Group 4 4-11,text,true,,102714,136,20,20,http://192.168.100.102/small/random.txt,1,0,0
1699115728395,1,Small1_TG4,200,OK,Thread Group 4 4-12,text,true,,100645,135,20,20,http://192.168.100.102/small/lorem.txt,1,0,0
1699115728440,2,Small1_TG4,200,OK,Thread Group 4 4-2,text,true,,100645,135,20,20,http://192.168.100.102/small/lorem.txt,1,0,0
1699115728441,1,Small1_TG4,200,OK,Thread Group 4 4-7,text,true,,100645,135,20,20,http://192.168.100.102/small/lorem.txt,1,0,0
1699115728454,0,Small2_TG4,200,OK,Thread Group 4 4-14,text,true,,102714,136,20,20,http://192.168.100.102/small/random.txt,0,0,0
1699115728474,5,Medium1_TG4,200,OK,Thread Group 4 4-4,bin,true,,1204797,136,20,20,http://192.168.100.102/medium/space.jpg,1,0,0
1699115728633,2,Small1_TG4,200,OK,Thread Group 4 4-16,text,true,,100645,135,20,20,http://192.168.100.102/small/lorem.txt,2,0,0
1699115728634,2,Small1_TG4,200,OK,Thread Group 4 4-8,text,true,,100645,135,20,20,http://192.168.100.102/small/lorem.txt,1,0,0
1699115728633,3,Small1_TG4,200,OK,Thread Group 4 4-13,text,true,,100645,135,20,20,http://192.168.100.102/small/lorem.txt,2,0,0
1699115728663,2,Small2_TG4,200,OK,Thread Group 4 4-3,text,true,,102714,136,20,20,http://192.168.100.102/small/random.txt,1,0,0
1699115728634,60,Large1_TG4,200,OK,Thread Group 4 4-15,bin,true,,12486002,139,20,20,http://192.168.100.102/large/wallpaper.jpg,1,0,0
1699115728806,1,Small1_TG4,200,OK,Thread Group 4 4-1,text,true,,100645,135,20,20,http://192.168.100.102/small/lorem.txt,1,0,0
